,Code_AL,ID_AL,Code_SA,ID_SA,Code_DA,ID_DA,Codeshare,Stops,Code_PT
56722,AL2,AL2,IAH,3550,BWI,3849,,0,73G 739 320 738 319
56723,AL2,AL2,IAH,3550,BZE,1957,,0,73G 738
56724,AL2,AL2,IAH,3550,CAE,3561,Y,0,ERJ
56725,AL2,AL2,IAH,3550,CCS,2851,,0,739
56726,AL2,AL2,IAH,3550,CHS,3806,Y,0,ERJ
56727,AL2,AL2,IAH,3550,CLE,3486,,0,320 738 73G
56728,AL2,AL2,IAH,3550,CLL,3715,Y,0,ERJ
56729,AL2,AL2,IAH,3550,CLT,3876,Y,0,ERJ E70
56730,AL2,AL2,IAH,3550,CME,1789,Y,0,ERJ
56731,AL2,AL2,IAH,3550,CMH,3759,Y,0,ERJ E70
56732,AL2,AL2,IAH,3550,COS,3819,Y,0,CRJ CR7 ERJ
56733,AL2,AL2,IAH,3550,CRP,3744,Y,0,ERJ
56734,AL2,AL2,IAH,3550,CRW,4285,Y,0,ERJ
56735,AL2,AL2,IAH,3550,CUN,1852,,0,739 738
56736,AL2,AL2,IAH,3550,CUU,1797,Y,0,ERJ
56737,AL2,AL2,IAH,3550,CVG,3488,Y,0,ERJ CR7
56738,AL2,AL2,IAH,3550,CZM,1800,,0,738 739
56739,AL2,AL2,IAH,3550,DAL,3502,Y,0,ERJ
56740,AL2,AL2,IAH,3550,DCA,3520,,0,73G 319 738 320
56741,AL2,AL2,IAH,3550,DEN,3751,,0,320 752 788 738 739 753 319
56742,AL2,AL2,IAH,3550,DFW,3670,Y,0,ERJ E70 CRJ CR7
56743,AL2,AL2,IAH,3550,DGO,1801,Y,0,ERJ
56744,AL2,AL2,IAH,3550,DSM,3729,Y,0,ERJ CRJ
56745,AL2,AL2,IAH,3550,DTW,3645,,0,319 320 73G
56746,AL2,AL2,IAH,3550,ELP,3559,Y,0,ERJ CRJ
56747,AL2,AL2,IAH,3550,EWR,3494,,0,739 73G 738 320 752 319
56748,AL2,AL2,IAH,3550,EZE,3988,,0,763
56749,AL2,AL2,IAH,3550,FLL,3533,,0,739 320 73G 738 752
56750,AL2,AL2,IAH,3550,FRA,340,,0,763
56751,AL2,AL2,IAH,3550,GCM,1926,,0,739 738
56752,AL2,AL2,IAH,3550,GDL,1804,,0,319 73G
56753,AL2,AL2,IAH,3550,GIG,2560,,0,777
56754,AL2,AL2,IAH,3550,GJT,4063,Y,0,ERJ
56755,AL2,AL2,IAH,3550,GPT,4038,Y,0,ERJ
56756,AL2,AL2,IAH,3550,GRK,3775,Y,0,ERJ
56757,AL2,AL2,IAH,3550,GRR,3685,Y,0,ERJ CRJ
56758,AL2,AL2,IAH,3550,GRU,2564,,0,763
56759,AL2,AL2,IAH,3550,GSP,4034,Y,0,ERJ
56760,AL2,AL2,IAH,3550,GUA,1767,,0,738
56761,AL2,AL2,IAH,3550,HNL,3728,,0,764
56762,AL2,AL2,IAH,3550,HOB,3749,Y,0,ERJ
56763,AL2,AL2,IAH,3550,HRL,3560,Y,0,ERJ CRJ
56764,AL2,AL2,IAH,3550,HSV,4113,Y,0,ERJ
56765,AL2,AL2,IAH,3550,HUX,1786,Y,0,ERJ
56766,AL2,AL2,IAH,3550,IAD,3714,,0,738 763 739 320 319
56767,AL2,AL2,IAH,3550,ICT,3457,Y,0,CRJ ERJ
56768,AL2,AL2,IAH,3550,IND,3585,,0,319
56769,AL2,AL2,IAH,3550,JAN,3580,Y,0,ERJ
56770,AL2,AL2,IAH,3550,JAX,3712,Y,0,ERJ
56771,AL2,AL2,IAH,3550,LAS,3877,,0,320 739 73G 738 319 752
56772,AL2,AL2,IAH,3550,LAX,3484,,0,752 739 738 753 320 319
56773,AL2,AL2,IAH,3550,LBB,3829,Y,0,ERJ
56774,AL2,AL2,IAH,3550,LCH,3513,Y,0,ERJ
56775,AL2,AL2,IAH,3550,LEX,4017,Y,0,ERJ
56776,AL2,AL2,IAH,3550,LFT,3493,Y,0,ERJ
56777,AL2,AL2,IAH,3550,LGA,3697,,0,320 738 73G 319
56778,AL2,AL2,IAH,3550,LHR,507,,0,763 788
56779,AL2,AL2,IAH,3550,LIM,2789,,0,763
56780,AL2,AL2,IAH,3550,LIR,1881,,0,739 738
56781,AL2,AL2,IAH,3550,LIT,3660,Y,0,ERJ CRJ
56782,AL2,AL2,IAH,3550,LOS,273,,0,788
56783,AL2,AL2,IAH,3550,LRD,3691,Y,0,ERJ
56784,AL2,AL2,IAH,3550,MAF,3652,Y,0,CRJ ERJ
56785,AL2,AL2,IAH,3550,MBJ,1780,,0,739 738
56786,AL2,AL2,IAH,3550,MCI,3458,Y,0,ERJ E70 CRJ CR7
56787,AL2,AL2,IAH,3550,MCO,3878,,0,739 738 320 73G 753
56788,AL2,AL2,IAH,3550,MEM,3473,Y,0,ERJ ER4 CRJ
56789,AL2,AL2,IAH,3550,MEX,1824,,0,320 319 73G
56790,AL2,AL2,IAH,3550,MFE,3826,Y,0,ERJ CRJ
56791,AL2,AL2,IAH,3550,MGA,1863,,0,738 739
56792,AL2,AL2,IAH,3550,MIA,3576,,0,319 738 73G 320 739
56793,AL2,AL2,IAH,3550,MID,1819,,0,73G
56794,AL2,AL2,IAH,3550,MKE,3717,Y,0,ERJ CRJ
56795,AL2,AL2,IAH,3550,MLM,1821,Y,0,ERJ
56796,AL2,AL2,IAH,3550,MLU,3732,Y,0,ERJ
56797,AL2,AL2,IAH,3550,MOB,3782,Y,0,ERJ
56798,AL2,AL2,IAH,3550,MSP,3858,Y,0,ERJ E70 CR7
56799,AL2,AL2,IAH,3550,MSY,3861,,0,320 73G 738 319
56800,AL2,AL2,IAH,3550,MTY,1825,Y,0,ERJ
56801,AL2,AL2,IAH,3550,MUC,346,,0,764
56802,AL2,AL2,IAH,3550,NAS,1953,,0,320 738 739
56803,AL2,AL2,IAH,3550,NRT,2279,,0,777
56804,AL2,AL2,IAH,3550,OAX,1829,Y,0,ERJ
56805,AL2,AL2,IAH,3550,OKC,3863,,0,319 320 739
56806,AL2,AL2,IAH,3550,OMA,3454,Y,0,ERJ E70
56807,AL2,AL2,IAH,3550,ONT,3734,Y,0,CR7
56808,AL2,AL2,IAH,3550,ORD,3830,,0,752 739 73G 319 738 320 753
56809,AL2,AL2,IAH,3550,ORF,3611,Y,0,ERJ
56810,AL2,AL2,IAH,3550,PBC,1831,Y,0,ERJ
56811,AL2,AL2,IAH,3550,PBI,3722,,0,320
56812,AL2,AL2,IAH,3550,PDX,3720,,0,320 319 739 738
56813,AL2,AL2,IAH,3550,PEK,3364,Y,0,773
56814,AL2,AL2,IAH,3550,PHL,3752,,0,73G 319 739 738 320
56815,AL2,AL2,IAH,3550,PHX,3462,,0,320 738 739 319 73G
56816,AL2,AL2,IAH,3550,PIT,3570,,0,319 320 738 73G
56817,AL2,AL2,IAH,3550,PNS,3564,Y,0,ERJ
56818,AL2,AL2,IAH,3550,POS,2902,,0,738
56819,AL2,AL2,IAH,3550,PSP,3839,Y,0,CR7
56820,AL2,AL2,IAH,3550,PTY,1871,,0,739
56821,AL2,AL2,IAH,3550,PVR,1836,,0,738
56822,AL2,AL2,IAH,3550,QRO,1838,Y,0,ERJ CR7
56823,AL2,AL2,IAH,3550,RDU,3626,,0,73G
56824,AL2,AL2,IAH,3550,RIC,3608,Y,0,ERJ
56825,AL2,AL2,IAH,3550,RSW,3793,,0,738
56826,AL2,AL2,IAH,3550,RTB,1774,,0,739 738 73G
56827,AL2,AL2,IAH,3550,SAL,1892,,0,738
56828,AL2,AL2,IAH,3550,SAN,3731,,0,320 738 739 319
56829,AL2,AL2,IAH,3550,SAP,1772,,0,738
56830,AL2,AL2,IAH,3550,SAT,3621,,0,738 319 73G 739 320
56831,AL2,AL2,IAH,3550,SAV,3613,Y,0,ERJ
56832,AL2,AL2,IAH,3550,SDF,4014,Y,0,E70 ERJ CRJ
56833,AL2,AL2,IAH,3550,SEA,3577,,0,319 320 739 738
56834,AL2,AL2,IAH,3550,SFO,3469,,0,319 739 738 320 788 73G 752
56835,AL2,AL2,IAH,3550,SHV,3609,Y,0,ERJ
56836,AL2,AL2,IAH,3550,SJC,3748,,0,319 320 739 738
56837,AL2,AL2,IAH,3550,SJD,1840,,0,320 739
56838,AL2,AL2,IAH,3550,SJO,1885,,0,738
56839,AL2,AL2,IAH,3550,SJU,2890,,0,739 738
56840,AL2,AL2,IAH,3550,SLC,3536,Y,0,ERJ CR7 E70
56841,AL2,AL2,IAH,3550,SLP,1842,Y,0,ERJ
56842,AL2,AL2,IAH,3550,SLW,1810,Y,0,ERJ
56843,AL2,AL2,IAH,3550,SMF,3817,,0,739 320 738
56844,AL2,AL2,IAH,3550,SNA,3867,,0,738 320 319 73G
56845,AL2,AL2,IAH,3550,STL,3678,Y,0,ER4 ERJ
56846,AL2,AL2,IAH,3550,TAM,1848,Y,0,CR7 ERJ
56847,AL2,AL2,IAH,3550,TGU,1776,,0,73G
56848,AL2,AL2,IAH,3550,TPA,3646,,0,739 738 320
56849,AL2,AL2,IAH,3550,TRC,1845,Y,0,ERJ
56850,AL2,AL2,IAH,3550,TUL,3855,Y,0,CRJ ERJ CR7
56851,AL2,AL2,IAH,3550,TUS,3636,Y,0,ERJ CR7
56852,AL2,AL2,IAH,3550,TYR,3848,Y,0,ERJ
56853,AL2,AL2,IAH,3550,TYS,3676,Y,0,ERJ
56854,AL2,AL2,IAH,3550,UIO,2688,,0,73G 738
56855,AL2,AL2,IAH,3550,VER,1854,Y,0,ERJ
56856,AL2,AL2,IAH,3550,VPS,3873,Y,0,ERJ
56857,AL2,AL2,IAH,3550,VSA,1853,Y,0,CR7
56858,AL2,AL2,IAH,3550,XNA,4356,Y,0,CRJ ERJ
56859,AL2,AL2,IAH,3550,YEG,49,,0,738 320 73G 319
56860,AL2,AL2,IAH,3550,YUL,146,Y,0,E70
56861,AL2,AL2,IAH,3550,YVR,156,,0,320 319 739
56862,AL2,AL2,IAH,3550,YYC,178,,0,738 320 739
56863,AL2,AL2,IAH,3550,YYZ,193,Y,0,CRA ERJ CR7
56864,AL2,AL2,IAH,3550,ZIH,1856,Y,0,ERJ
56865,AL2,AL2,IAH,3550,ZLO,1858,Y,0,ERJ
56866,AL2,AL2,ICN,3930,JFK,3797,Y,0,77W
56867,AL2,AL2,ICN,3930,LAX,3484,Y,0,744 77L
56868,AL2,AL2,ICN,3930,NRT,2279,,0,738
56869,AL2,AL2,ICN,3930,REP,3035,Y,0,321
56870,AL2,AL2,ICN,3930,SEA,3577,Y,0,333
56871,AL2,AL2,ICN,3930,SFO,3469,,0,744
56872,AL2,AL2,ICT,3457,DEN,3751,,0,319 DH4 738
56873,AL2,AL2,ICT,3457,IAH,3550,Y,0,ERJ CRJ CR7
56874,AL2,AL2,ICT,3457,LAX,3484,Y,0,CR7
56875,AL2,AL2,ICT,3457,ORD,3830,Y,0,ER4 ERJ CR7 CRJ
56876,AL2,AL2,IDA,4100,DEN,3751,Y,0,CRJ
56877,AL2,AL2,IGM,6132,PGA,4124,Y,0,BE1
56878,AL2,AL2,IND,3585,CLE,3486,Y,0,E70 DH3 ERJ
56879,AL2,AL2,IND,3585,DEN,3751,Y,0,E70 ERJ
56880,AL2,AL2,IND,3585,EWR,3494,Y,0,ERJ E70
56881,AL2,AL2,IND,3585,IAD,3714,Y,0,E70 ERJ CR7
56882,AL2,AL2,IND,3585,IAH,3550,,0,319
56883,AL2,AL2,IND,3585,ORD,3830,Y,0,ERJ E70 CR7 CRJ
56884,AL2,AL2,IND,3585,SFO,3469,,0,319
56885,AL2,AL2,ISN,3659,DEN,3751,Y,0,ERJ
56886,AL2,AL2,ITH,3947,EWR,3494,Y,0,DH2 DH3
56887,AL2,AL2,ITO,3415,LAX,3484,,0,738
56888,AL2,AL2,JAC,4027,DEN,3751,,0,319
56889,AL2,AL2,JAN,3580,IAH,3550,Y,0,ERJ
56890,AL2,AL2,JAN,3580,ORD,3830,Y,0,ERJ
56891,AL2,AL2,JAX,3712,EWR,3494,Y,0,ERJ
56892,AL2,AL2,JAX,3712,IAD,3714,Y,0,ERJ CR7 E70
56893,AL2,AL2,JAX,3712,IAH,3550,Y,0,ERJ
56894,AL2,AL2,JAX,3712,MHH,1930,Y,0,SF3
56895,AL2,AL2,JAX,3712,ORD,3830,,0,73G 320
56896,AL2,AL2,JAX,3712,TPA,3646,Y,0,SF3
56897,AL2,AL2,JED,2072,ADD,1107,Y,0,333
56898,AL2,AL2,JED,2072,FRA,340,Y,0,333
56899,AL2,AL2,JFK,3797,BOG,2709,Y,0,330
56900,AL2,AL2,JFK,3797,BRU,302,Y,0,333
56901,AL2,AL2,JFK,3797,CAI,1128,Y,0,773
56902,AL2,AL2,JFK,3797,DUB,599,Y,0,330
56903,AL2,AL2,JFK,3797,FRA,340,Y,0,388 744
56904,AL2,AL2,JFK,3797,GVA,1665,Y,0,333
56905,AL2,AL2,JFK,3797,IAD,3714,Y,0,CRJ
56906,AL2,AL2,JFK,3797,ICN,3930,Y,0,77W
56907,AL2,AL2,JFK,3797,JNB,813,Y,0,346
56908,AL2,AL2,JFK,3797,LAX,3484,,0,757
56909,AL2,AL2,JFK,3797,MUC,346,Y,0,333
56910,AL2,AL2,JFK,3797,NRT,2279,Y,0,77W
56911,AL2,AL2,JFK,3797,PEK,3364,Y,0,773
56912,AL2,AL2,JFK,3797,PTY,1871,Y,0,738
56913,AL2,AL2,JFK,3797,SAL,1892,Y,0,320
56914,AL2,AL2,JFK,3797,SFO,3469,,0,757
56915,AL2,AL2,JFK,3797,VIE,1613,Y,0,772
56916,AL2,AL2,JFK,3797,ZRH,1678,Y,0,333
56917,AL2,AL2,JHW,7059,BFD,5722,Y,0,BE1
56918,AL2,AL2,JHW,7059,CLE,3486,Y,0,BE1
56919,AL2,AL2,JNB,813,DKR,1084,Y,0,343
56920,AL2,AL2,JNB,813,JFK,3797,Y,0,346
56921,AL2,AL2,JST,4169,AOO,3694,Y,0,SF3
56922,AL2,AL2,JST,4169,IAD,3714,Y,0,SF3
56923,AL2,AL2,KGL,1165,EBB,1187,Y,0,332
56924,AL2,AL2,KGL,1165,NBO,4059,Y,0,332
56925,AL2,AL2,KIX,3992,GUM,2246,,0,73G 738
56926,AL2,AL2,KIX,3992,SFO,3469,,0,777 788
56927,AL2,AL2,KOA,3514,DEN,3751,,0,752
56928,AL2,AL2,KOA,3514,LAX,3484,,0,753
56929,AL2,AL2,KOA,3514,SFO,3469,,0,753 739 738
56930,AL2,AL2,KSA,2257,KWA,2251,,0,738
56931,AL2,AL2,KSA,2257,PNI,2255,,0,738
56932,AL2,AL2,KWA,2251,KSA,2257,,0,738
56933,AL2,AL2,KWA,2251,MAJ,2249,,0,738
56934,AL2,AL2,KWA,2251,PNI,2255,,0,738
56935,AL2,AL2,KWI,2176,BAH,2057,,0,777
56936,AL2,AL2,KWI,2176,IAD,3714,,0,777
56937,AL2,AL2,LAD,951,FIH,1020,Y,0,333
56938,AL2,AL2,LAN,3544,ORD,3830,Y,0,ERJ
56939,AL2,AL2,LAR,5746,DEN,3751,Y,0,EM2
56940,AL2,AL2,LAS,3877,CLE,3486,,0,739 738
56941,AL2,AL2,LAS,3877,DEN,3751,,0,320 752 319 738 739
56942,AL2,AL2,LAS,3877,EWR,3494,,0,738 739 753 752 320
56943,AL2,AL2,LAS,3877,FAT,3687,Y,0,EM2
56944,AL2,AL2,LAS,3877,IAD,3714,,0,320 752 739
56945,AL2,AL2,LAS,3877,IAH,3550,,0,738 319 739 320 73G
56946,AL2,AL2,LAS,3877,LAX,3484,,0,752 738 319 320 739
56947,AL2,AL2,LAS,3877,ORD,3830,,0,73G 738 739 320 752 319
56948,AL2,AL2,LAS,3877,PSP,3839,Y,0,EM2
56949,AL2,AL2,LAS,3877,PTY,1871,Y,0,738
56950,AL2,AL2,LAS,3877,SFO,3469,,0,739 738 320 752 319 753
56951,AL2,AL2,LAX,3484,ABQ,4019,Y,0,CR7
56952,AL2,AL2,LAX,3484,AKL,2006,Y,0,773 772
56953,AL2,AL2,LAX,3484,ASE,7001,Y,0,CR7
56954,AL2,AL2,LAX,3484,AUS,3673,Y,0,CR7
56955,AL2,AL2,LAX,3484,BFL,3558,Y,0,EM2
56956,AL2,AL2,LAX,3484,BJX,1815,,0,319
56957,AL2,AL2,LAX,3484,BOI,3495,Y,0,CR7 CRJ
56958,AL2,AL2,LAX,3484,BOS,3448,,0,752 753 320 739
56959,AL2,AL2,LAX,3484,BWI,3849,,0,738 319 320 739
56960,AL2,AL2,LAX,3484,CLD,4088,Y,0,EM2
56961,AL2,AL2,LAX,3484,CLE,3486,,0,738 320 319 739
56962,AL2,AL2,LAX,3484,COS,3819,Y,0,CRJ CR7
56963,AL2,AL2,LAX,3484,CUN,1852,,0,739 738
56964,AL2,AL2,LAX,3484,DEN,3751,,0,752 739 738 320 753 319
56965,AL2,AL2,LAX,3484,DFW,3670,Y,0,CR7
56966,AL2,AL2,LAX,3484,DGO,1801,Y,0,ERJ
56967,AL2,AL2,LAX,3484,EWR,3494,,0,738 319 752 739 320 753
56968,AL2,AL2,LAX,3484,FAT,3687,Y,0,EM2 CR7
56969,AL2,AL2,LAX,3484,FRA,340,Y,0,74H
56970,AL2,AL2,LAX,3484,GDL,1804,,0,319
56971,AL2,AL2,LAX,3484,HND,2359,Y,0,777
56972,AL2,AL2,LAX,3484,HNL,3728,,0,777 738 753 739
56973,AL2,AL2,LAX,3484,IAD,3714,,0,753 320 752 739 738
56974,AL2,AL2,LAX,3484,IAH,3550,,0,739 320 738 319 752 753
56975,AL2,AL2,LAX,3484,ICN,3930,Y,0,77L 744
56976,AL2,AL2,LAX,3484,ICT,3457,Y,0,CR7
56977,AL2,AL2,LAX,3484,IGM,6132,Y,0,BE1
56978,AL2,AL2,LAX,3484,ITO,3415,,0,738
56979,AL2,AL2,LAX,3484,JFK,3797,,0,757
56980,AL2,AL2,LAX,3484,KOA,3514,,0,753
56981,AL2,AL2,LAX,3484,LAS,3877,,0,739 319 738 320 752
56982,AL2,AL2,LAX,3484,LHR,507,,0,777
56983,AL2,AL2,LAX,3484,LIH,3602,,0,752
56984,AL2,AL2,LAX,3484,MCO,3878,,0,739
56985,AL2,AL2,LAX,3484,MEX,1824,,0,320
56986,AL2,AL2,LAX,3484,MRY,3948,Y,0,CRJ
56987,AL2,AL2,LAX,3484,MSP,3858,Y,0,CR7
56988,AL2,AL2,LAX,3484,MSY,3861,,0,320 319 738
56989,AL2,AL2,LAX,3484,MUC,346,Y,0,346
56990,AL2,AL2,LAX,3484,NRT,2279,,0,788
56991,AL2,AL2,LAX,3484,OGG,3456,,0,753 738
56992,AL2,AL2,LAX,3484,OKC,3863,Y,0,CR7
56993,AL2,AL2,LAX,3484,ORD,3830,,0,739 738 752 320 319 753
56994,AL2,AL2,LAX,3484,PDX,3720,Y,0,CR7 CRJ
56995,AL2,AL2,LAX,3484,PEK,3364,Y,0,773
56996,AL2,AL2,LAX,3484,PHX,3462,Y,0,CR7 CRJ
56997,AL2,AL2,LAX,3484,PIT,3570,,0,319 738
56998,AL2,AL2,LAX,3484,PSP,3839,Y,0,EM2 CR7 CRJ
56999,AL2,AL2,LAX,3484,PTY,1871,Y,0,738
57000,AL2,AL2,LAX,3484,PVG,3406,,0,788
57001,AL2,AL2,LAX,3484,PVR,1836,,0,738
57002,AL2,AL2,LAX,3484,RNO,3807,Y,0,CR7
57003,AL2,AL2,LAX,3484,SAL,1892,Y,0,320 321
57004,AL2,AL2,LAX,3484,SAN,3731,Y,0,EM2 CR7
57005,AL2,AL2,LAX,3484,SAT,3621,Y,0,CR7
57006,AL2,AL2,LAX,3484,SBA,3949,Y,0,EM2
57007,AL2,AL2,LAX,3484,SBP,5768,Y,0,EM2
57008,AL2,AL2,LAX,3484,SEA,3577,,0,319 738 320 752
57009,AL2,AL2,LAX,3484,SFO,3469,,0,739 752 753 319 320 738
57010,AL2,AL2,LAX,3484,SJC,3748,Y,0,CR7
57011,AL2,AL2,LAX,3484,SJD,1840,,0,739 320
57012,AL2,AL2,LAX,3484,SLC,3536,Y,0,CR7 CRJ
57013,AL2,AL2,LAX,3484,SMF,3817,Y,0,CR7 CRJ
57014,AL2,AL2,LAX,3484,SMX,5772,Y,0,EM2
57015,AL2,AL2,LAX,3484,SYD,3361,,0,777
57016,AL2,AL2,LAX,3484,TUS,3636,Y,0,CRJ CR7
57017,AL2,AL2,LAX,3484,YLW,87,Y,0,CR7
57018,AL2,AL2,LAX,3484,YUL,146,Y,0,319
57019,AL2,AL2,LAX,3484,YUM,3596,Y,0,EM2
57020,AL2,AL2,LAX,3484,YVR,156,Y,0,CR7
57021,AL2,AL2,LAX,3484,YYZ,193,Y,0,320 321
57022,AL2,AL2,LAX,3484,ZRH,1678,Y,0,343
57023,AL2,AL2,LBB,3829,DEN,3751,Y,0,ERJ
57024,AL2,AL2,LBB,3829,IAH,3550,Y,0,ERJ
57025,AL2,AL2,LBL,4341,DDC,5733,Y,0,BE1
57026,AL2,AL2,LBL,4341,DEN,3751,Y,0,BE1
57027,AL2,AL2,LCH,3513,IAH,3550,Y,0,ERJ
57028,AL2,AL2,LED,2948,VIE,1613,Y,0,100 F70
57029,AL2,AL2,LEX,4017,IAH,3550,Y,0,ERJ
57030,AL2,AL2,LEX,4017,ORD,3830,Y,0,ERJ CRJ
57031,AL2,AL2,LFT,3493,IAH,3550,Y,0,ERJ
57032,AL2,AL2,LFW,298,BRU,302,Y,0,333
57033,AL2,AL2,LGA,3697,CLE,3486,Y,0,ERJ E70
57034,AL2,AL2,LGA,3697,DEN,3751,,0,752 320 738
57035,AL2,AL2,LGA,3697,IAD,3714,Y,0,CRJ ERJ E70 CR7
57036,AL2,AL2,LGA,3697,IAH,3550,,0,738 320 73G 319
57037,AL2,AL2,LGA,3697,ORD,3830,,0,319 320 738 73G 752
57038,AL2,AL2,LGA,3697,YOW,100,Y,0,CRJ
57039,AL2,AL2,LGA,3697,YUL,146,Y,0,E75
57040,AL2,AL2,LGA,3697,YYZ,193,Y,0,E90 CRA E75
57041,AL2,AL2,LHR,507,EWR,3494,,0,763 777 752
57042,AL2,AL2,LHR,507,IAD,3714,,0,752 777
57043,AL2,AL2,LHR,507,IAH,3550,,0,763 788
57044,AL2,AL2,LHR,507,LAX,3484,,0,777
57045,AL2,AL2,LHR,507,ORD,3830,,0,763
57046,AL2,AL2,LHR,507,SFO,3469,,0,777
57047,AL2,AL2,LIH,3602,DEN,3751,,0,752
57048,AL2,AL2,LIH,3602,HNL,3728,Y,0,AT7
57049,AL2,AL2,LIH,3602,LAX,3484,,0,752
57050,AL2,AL2,LIH,3602,SFO,3469,,0,752
57051,AL2,AL2,LIM,2789,EWR,3494,,0,752
57052,AL2,AL2,LIM,2789,IAH,3550,,0,763
57053,AL2,AL2,LIM,2789,MIA,3576,Y,0,330
57054,AL2,AL2,LIR,1881,EWR,3494,,0,738
57055,AL2,AL2,LIR,1881,IAH,3550,,0,739 738
57056,AL2,AL2,LIS,1638,EWR,3494,,0,752
57057,AL2,AL2,LIS,1638,MIA,3576,Y,0,332 343
57058,AL2,AL2,LIS,1638,TMS,973,Y,0,313
57059,AL2,AL2,LIT,3660,DEN,3751,Y,0,ERJ CRJ
57060,AL2,AL2,LIT,3660,IAH,3550,Y,0,CRJ ERJ
57061,AL2,AL2,LIT,3660,ORD,3830,Y,0,ERJ CRJ
57062,AL2,AL2,LMT,5750,PDX,3720,Y,0,EM2
57063,AL2,AL2,LMT,5750,SFO,3469,Y,0,EM2
57064,AL2,AL2,LNK,3543,DEN,3751,Y,0,ERJ CRJ
57065,AL2,AL2,LNK,3543,ORD,3830,Y,0,CRJ ERJ
57066,AL2,AL2,LOS,273,FRA,340,Y,0,333
57067,AL2,AL2,LOS,273,IAH,3550,,0,788
57068,AL2,AL2,LOS,273,PHC,275,Y,0,333
57069,AL2,AL2,LRD,3691,IAH,3550,Y,0,ERJ
57070,AL2,AL2,LWB,6958,IAD,3714,Y,0,SF3
57071,AL2,AL2,MAD,1229,EWR,3494,,0,752
57072,AL2,AL2,MAF,3652,DEN,3751,Y,0,CRJ
57073,AL2,AL2,MAF,3652,IAH,3550,Y,0,CRJ ERJ
57074,AL2,AL2,MAJ,2249,HNL,3728,,0,738
57075,AL2,AL2,MAJ,2249,KWA,2251,,0,738
57076,AL2,AL2,MAN,478,EWR,3494,,0,752
57077,AL2,AL2,MBJ,1780,EWR,3494,,0,738
57078,AL2,AL2,MBJ,1780,IAD,3714,,0,738
57079,AL2,AL2,MBJ,1780,IAH,3550,,0,739 738
57080,AL2,AL2,MBS,4128,ORD,3830,Y,0,CRJ
57081,AL2,AL2,MCI,3458,CLE,3486,Y,0,ERJ DH4
57082,AL2,AL2,MCI,3458,DEN,3751,,0,DH4 73G 738
57083,AL2,AL2,MCI,3458,EWR,3494,Y,0,ERJ E70
57084,AL2,AL2,MCI,3458,IAD,3714,Y,0,ERJ CR7 E70
57085,AL2,AL2,MCI,3458,IAH,3550,Y,0,ERJ CRJ E70
57086,AL2,AL2,MCI,3458,ORD,3830,Y,0,ERJ CR7 E70 CRJ
57087,AL2,AL2,MCI,3458,SFO,3469,Y,0,CR7
57088,AL2,AL2,MCO,3878,CLE,3486,,0,73G 320 738
57089,AL2,AL2,MCO,3878,DEN,3751,,0,752 738 739
57090,AL2,AL2,MCO,3878,EWR,3494,,0,752 738 739 320
57091,AL2,AL2,MCO,3878,FLL,3533,Y,0,SF3
57092,AL2,AL2,MCO,3878,FRA,340,Y,0,744
57093,AL2,AL2,MCO,3878,GNV,3472,Y,0,SF3
57094,AL2,AL2,MCO,3878,IAD,3714,,0,752 320 738
57095,AL2,AL2,MCO,3878,IAH,3550,,0,738 739 320 752
57096,AL2,AL2,MCO,3878,LAX,3484,,0,752
57097,AL2,AL2,MCO,3878,MHH,1930,Y,0,SF3
57098,AL2,AL2,MCO,3878,ORD,3830,,0,73G 738 320 752 739
57099,AL2,AL2,MCO,3878,PNS,3564,Y,0,SF3
57100,AL2,AL2,MCO,3878,PTY,1871,,0,73G 738
57101,AL2,AL2,MCO,3878,RSW,3793,Y,0,SF3
57102,AL2,AL2,MCO,3878,SFO,3469,,0,753 752 738 739
57103,AL2,AL2,MCO,3878,TLH,3698,Y,0,SF3
57104,AL2,AL2,MCT,2194,AUH,2179,Y,0,333
57105,AL2,AL2,MDE,2745,MIA,3576,Y,0,319 320
57106,AL2,AL2,MDT,3542,IAD,3714,Y,0,ER4
57107,AL2,AL2,MDT,3542,ORD,3830,,0,320 319
57108,AL2,AL2,MEL,3339,SYD,3361,,0,777
57109,AL2,AL2,MEM,3473,DEN,3751,Y,0,CRJ ERJ
57110,AL2,AL2,MEM,3473,EWR,3494,Y,0,ERJ
57111,AL2,AL2,MEM,3473,IAH,3550,Y,0,ERJ ER4 CRJ
57112,AL2,AL2,MEM,3473,ORD,3830,Y,0,ER4 ERJ CRJ
57113,AL2,AL2,MEX,1824,DEN,3751,,0,319
57114,AL2,AL2,MEX,1824,EWR,3494,,0,738 73G
57115,AL2,AL2,MEX,1824,IAD,3714,,0,320
57116,AL2,AL2,MEX,1824,IAH,3550,,0,319 73G 320 738
57117,AL2,AL2,MEX,1824,LAX,3484,,0,320
57118,AL2,AL2,MEX,1824,ORD,3830,,0,320
57119,AL2,AL2,MEX,1824,SFO,3469,,0,320
57120,AL2,AL2,MFE,3826,IAH,3550,Y,0,CRJ ERJ
57121,AL2,AL2,MFR,4101,DEN,3751,Y,0,CRJ
57122,AL2,AL2,MFR,4101,SFO,3469,Y,0,CRJ EM2
57123,AL2,AL2,MGA,1863,IAH,3550,,0,739 738
57124,AL2,AL2,MGW,4284,CKB,5730,Y,0,SF3
57125,AL2,AL2,MGW,4284,IAD,3714,Y,0,SF3
